name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
JIMS Fitness - JIMS Namur Acinapolis,"['Crosstraining', 'Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Namur,Rue de la Gare Fleurie 16,https://urbansportsclub.com//en/venues/jims-fitness-jims-namur-acinapolis,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Namur Acinapolis', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Namur, Belgium', 'addressCountry': 'Belgium', 'postalCode': '5100', 'streetAddress': 'Rue de la Gare Fleurie 16'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '50.4534944', 'longitude': '4.8736133'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_mn0lu7k3mcvhwji8tvqa_1773927619887002.png?generation=1773927620037040&amp;alt=media'}",50.4534944,4.8736133,
JIMS Fitness - JIMS Namur Gare,"['Crosstraining', 'Dance', 'Fitness', 'Functional Training', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Namur,Avenue de la Gare 19-20,https://urbansportsclub.com//en/venues/jims-fitness-jims-namur-gare,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Namur Gare', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Namur, Belgium', 'addressCountry': 'Belgium', 'postalCode': '5000', 'streetAddress': 'Avenue de la Gare 19-20'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '50.4681069', 'longitude': '4.8639625'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_zevgpkqqgfninqdfkr3d_1773928070830057.png?generation=1773928070946108&amp;alt=media'}",50.4681069,4.8639625,
