name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
SUP SUP CLUB - Papa's Beach House,['Stand Up Paddling'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Hoofddorp,IJweg 961,https://urbansportsclub.com//en/venues/sup-sup-club-papas-beach-house,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'SUP SUP CLUB - Papa&#039;s Beach House', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Hoofddorp, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2131 LV', 'streetAddress': 'IJweg 961'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.3234572', 'longitude': '4.6741217'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_w4lxffcmadtyrbgaqleb_1729263430408026.png?generation=1729263430528019&amp;alt=media'}",52.3234572,4.6741217,
