name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
CederGym,"['Boxing Sports', 'Fitness', 'Indoor Cycling', 'Meditation']",False,"['S', 'M', 'L', 'XL']",S,Segbroek,Cederstraat,https://urbansportsclub.com//en/venues/cedergym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'CederGym', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2565', 'streetAddress': 'Cederstraat'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0776078', 'longitude': '4.2699666'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_mvhqho0gv0kqwitgilie_1727785087264343.png?generation=1727785087364023&amp;alt=media'}",52.0776078,4.2699666,
CederGym Fitness zaal TRX Circuit,"['Bootcamp', 'Fitness']",False,"['S', 'M', 'L', 'XL']",S,Segbroek,Cederstraat 1a,https://urbansportsclub.com//en/venues/cedergym-fitness-zaal-trx-circuit,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'CederGym Fitness zaal TRX Circuit', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2565 JM', 'streetAddress': 'Cederstraat 1a'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0777253', 'longitude': '4.270012'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_wx3xdv8ubpz1bjx5melc_1727784958207742.png?generation=1727784958290271&amp;alt=media'}",52.0777253,4.270012,
CederGym Yoga zaal,"['Fitness', 'Indoor Cycling', 'Pilates', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Segbroek,Cederstraat 1a,https://urbansportsclub.com//en/venues/cedergym-yoga-zaal,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'CederGym Yoga zaal', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2565 JM', 'streetAddress': 'Cederstraat 1a'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0777253', 'longitude': '4.270012'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_mcojk8fbjc2ttovkowad_1727785031274793.png?generation=1727785031358764&amp;alt=media'}",52.0777253,4.270012,
Circaso,"['Aerial', 'Functional Training', 'Trampoline', 'Urban Sports Club - Community Event']",False,"['S', 'M', 'L', 'XL']",S,Laak,Teijlerstraat 126,https://urbansportsclub.com//en/venues/circaso,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Circaso', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2562', 'streetAddress': 'Teijlerstraat 126'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0715476', 'longitude': '4.2807614'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_hu6hg8fjfrgf0zgrmef8_1727786975336753.png?generation=1727786975459806&amp;alt=media'}",52.0715476,4.2807614,
"Cofit070 - Outdoor Training, Zuiderpark","['Bootcamp', 'Fitness']",False,"['S', 'M', 'L', 'XL']",S,Escamp,Meester P. Droogleever Fortuynweg,https://urbansportsclub.com//en/venues/outdoor-training-zuiderpark,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Cofit070 - Outdoor Training, Zuiderpark', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2533 SR', 'streetAddress': 'Meester P. Droogleever Fortuynweg'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0554237', 'longitude': '4.2905822'}, 'priceRange': '-', 'image': 'https://urbansportsclub.com/images/merchant/venueHome.jpg'}",52.0554237,4.2905822,
Cook Movement Practice - Cloud Danslab,"['Dance', 'Fitness', 'Functional Training', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Centrum,De Constant Rebecqueplein 20b,https://urbansportsclub.com//en/venues/cloud-danslab-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Cook Movement Practice - Cloud Danslab', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2518 RA', 'streetAddress': 'De Constant Rebecqueplein 20b'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0765899', 'longitude': '4.291422'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_b7qq3psa2tgaigtmciy9_1727796021984403.png?generation=1727796022081727&amp;alt=media'}",52.0765899,4.291422,
Cook Movement Practice - Sportpark De Verademing,"['Fitness', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Centrum,Asmansweg 102,https://urbansportsclub.com//en/venues/sportpark-de-verademing,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Cook Movement Practice - Sportpark De Verademing', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2571 DC', 'streetAddress': 'Asmansweg 102'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0752424', 'longitude': '4.2879518'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_q8cbrkl82h1rlahhjfzl_1727795870349401.png?generation=1727795870439864&amp;alt=media'}",52.0752424,4.2879518,
CrossFit Immersive,"['Crosstraining', 'Functional Training', 'Running']",False,"['S', 'M', 'L', 'XL']",S,Escamp,Oude Middenweg 231X,https://urbansportsclub.com//en/venues/crossfit-immersive,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'CrossFit Immersive', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2491 AG', 'streetAddress': 'Oude Middenweg 231X'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0746448', 'longitude': '4.4028575'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_xnr1kayb8ctpbaensalb_1727853538706294.png?generation=1727853538809738&amp;alt=media'}",52.0746448,4.4028575,
Cryo Center Nederland,"['Fitness', 'Sauna', 'Wellness']",False,"['S', 'M', 'L', 'XL']",S,Centrum,Groot Hertoginnelaan 38,https://urbansportsclub.com//en/venues/cryo-center-nederland,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Cryo Center Nederland', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2517 EH', 'streetAddress': 'Groot Hertoginnelaan 38'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0851686', 'longitude': '4.2862315'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_etnfbccrofwzjoomh1v6_1727862085501360.png?generation=1727862085610963&amp;alt=media'}",52.0851686,4.2862315,
Dansacademie Den Haag,"['Dance', 'Pilates']",False,"['S', 'M', 'L', 'XL']",S,Haagse Hout,Bronovolaan 3,https://urbansportsclub.com//en/venues/dansacademie-den-haag,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dansacademie Den Haag', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2597 AX', 'streetAddress': 'Bronovolaan 3'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.101112563', 'longitude': '4.316183302'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_n2x4sm1ahfctd8y71xug_172769239946014.png?generation=1727692399103873&amp;alt=media'}",52.101112563,4.316183302,
ECHT STERK CrossFit,"['Crosstraining', 'Hyrox']",False,"['S', 'M', 'L', 'XL']",S,Voorburg,Populierendreef 966,https://urbansportsclub.com//en/venues/echt-sterk-crossfit,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'ECHT STERK CrossFit', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2272 HW', 'streetAddress': 'Populierendreef 966'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0848944', 'longitude': '4.3619676'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_j54ogmqsmotmshvqv4jw_1727775708579873.png?generation=1727775708668682&amp;alt=media'}",52.0848944,4.3619676,
Ekam Yoga,"['Pilates', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Leidschendam,Prins Hendriklaan 53,https://urbansportsclub.com//en/venues/ekam-yoga,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Ekam Yoga', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2264 ST', 'streetAddress': 'Prins Hendriklaan 53'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0899097', 'longitude': '4.3963828'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_qiomizrzk6olhxckqy9t_1727775983301005.png?generation=1727775983413396&amp;alt=media'}",52.0899097,4.3963828,
FC Urban - Den Haag Sportpark Vredenburch,['Football'],False,"['S', 'M', 'L', 'XL']",S,Rijswijk,Julialaantje 15B,https://urbansportsclub.com//en/venues/den-haag-sportpark-vredenburch,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FC Urban - Den Haag Sportpark Vredenburch', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2282 NW', 'streetAddress': 'Julialaantje 15B'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0500633', 'longitude': '4.3220993'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_fl0e3cybdouyacsogvxq_1727862994149364.png?generation=1727862994234902&amp;alt=media'}",52.0500633,4.3220993,
Fit Life Healthclub (CrossFit Den Haag),"['Crosstraining', 'Cycling', 'Mixed Martial Arts']",False,"['S', 'M', 'L', 'XL']",S,Rijswijk,Schaapweg 4,https://urbansportsclub.com//en/venues/fit-life-healthclub-crossfit-den-haag,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fit Life Healthclub (CrossFit Den Haag)', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2285 SP', 'streetAddress': 'Schaapweg 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0382682', 'longitude': '4.2987846'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_f4lrkdcynpsyaeplvs1x_172794279995664.png?generation=1727942799200718&amp;alt=media'}",52.0382682,4.2987846,
Fit moms to be - Heeswijkstraat,"['Fitness', 'Functional Training']",False,"['S', 'M', 'L', 'XL']",S,Voorburg,Heeswijkstraat 5,https://urbansportsclub.com//en/venues/fit-moms-to-be2,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fit moms to be - Heeswijkstraat', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2275 EA', 'streetAddress': 'Heeswijkstraat 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0620986', 'longitude': '4.3537144'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_wmyfgpzcoy0yh2kbwvwu_1727943929238347.png?generation=1727943929349487&amp;alt=media'}",52.0620986,4.3537144,
Fit moms to be - Herenstraat,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Voorburg,Herenstraat 177,https://urbansportsclub.com//en/venues/fit-moms-to-be,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fit moms to be - Herenstraat', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2271 CE', 'streetAddress': 'Herenstraat 177'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0659884', 'longitude': '4.3610171'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_yl4yfyefqlp2mdr7dcvk_1727943975637894.png?generation=1727943975741567&amp;alt=media'}",52.0659884,4.3610171,
Fit7,"['Boxing Sports', 'Mixed Martial Arts']",False,"['S', 'M', 'L', 'XL']",S,Haagse Hout,Anna van Hannoverstraat 4,https://urbansportsclub.com//en/venues/fit7,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fit7', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2595 BJ', 'streetAddress': 'Anna van Hannoverstraat 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0798391', 'longitude': '4.3426135'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_zubifvcmnxeaugex3jxm_1727944236523509.png?generation=1727944236623881&amp;alt=media'}",52.0798391,4.3426135,
FitFlow Den Haag- locatie Prinsegracht 27,['Dance'],False,"['S', 'M', 'L', 'XL']",S,Centrum,Prinsegracht 27,https://urbansportsclub.com//en/venues/fitflow-den-haag-locatie-prinsegracht-27,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FitFlow Den Haag- locatie Prinsegracht 27', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2512 EW', 'streetAddress': 'Prinsegracht 27'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0750468', 'longitude': '4.3066658'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_paxj6uccvxkdgc51wbmh_172802892720015.png?generation=1728028927138865&amp;alt=media'}",52.0750468,4.3066658,
FitFlow den Haag - locatie Malakkastraat 152,"['Dance', 'Fitness', 'Pilates', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Centrum,"Malakkastraat 152, 2585 S",https://urbansportsclub.com//en/venues/fitflow-den-haag-locatie-malakkastraat-152,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FitFlow den Haag - locatie Malakkastraat 152', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2585 SV', 'streetAddress': 'Malakkastraat 152, 2585 S'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.090531', 'longitude': '4.299139'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_vb1nb15auqgodmki06y5_1728028860224688.png?generation=1728028860332575&amp;alt=media'}",52.090531,4.299139,
FysioGrow Binckhorst,"['Fitness', 'Wellness']",False,"['S', 'M', 'L', 'XL']",S,Laak,Mercuriusweg 12,https://urbansportsclub.com//en/venues/fysiogrow-binckhorst,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FysioGrow Binckhorst', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2516 AW', 'streetAddress': 'Mercuriusweg 12'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0698741', 'longitude': '4.3374431'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_cxxscovk3wfjddqirlsh_172802774664885.png?generation=1728027746147519&amp;alt=media'}",52.0698741,4.3374431,
Haagse Directe,['Boxing Sports'],False,"['S', 'M', 'L', 'XL']",S,Centrum,Newtonstraat 8,https://urbansportsclub.com//en/venues/haagse-directe,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Haagse Directe', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2562 KR', 'streetAddress': 'Newtonstraat 8'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0764873', 'longitude': '4.2859648'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_pxaxot49arsdhws9atrb_1727767514416108.png?generation=1727767514510669&amp;alt=media'}",52.0764873,4.2859648,
KO Fightingfitness,"['Boxing Sports', 'Fitness']",False,"['S', 'M', 'L', 'XL']",S,Loosduinen,Wijndaelerduin 25 25,https://urbansportsclub.com//en/venues/ko-fightingfitness,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'KO Fightingfitness', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2554 BX', 'streetAddress': 'Wijndaelerduin 25 25'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0613121', 'longitude': '4.2209523'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_omfaevedzhuxakd4vqss_1727443570553898.png?generation=1727443570644399&amp;alt=media'}",52.0613121,4.2209523,
