name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Sjollema Sport & Pole Moves,"['Boxing Sports', 'Dance', 'Fitness', 'Functional Training', 'Pole Dance', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Hilversum,6 a-d,https://urbansportsclub.com//en/venues/sjollema,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Sjollema Sport &amp; Pole Moves', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Hilversum, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '1221ah', 'streetAddress': '6 a-d'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.2305793', 'longitude': '5.1803197'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_wvyoubh5jq6otsxiakhb_1728054624162566.png?generation=1728054624292360&amp;alt=media'}",52.2305793,5.1803197,
