name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Infinit Fitness Magic World Resort,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Oropesa del Mar,Carrer l'Antina 3,https://urbansportsclub.com//en/venues/infinit-fitness-magic-world-resort,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Infinit Fitness Magic World Resortt', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Castellón, Spain', 'addressCountry': 'Spain', 'postalCode': '12594', 'streetAddress': 'Carrer l&#039;Antina 3'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '40.1081375', 'longitude': '0.1498251'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_hcei47s9ahpebxgxubzz_1740395894363703.png?generation=1740395894463825&amp;alt=media'}",40.1081375,0.1498251,
