name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Sports Club Flensburg,"['Bootcamp', 'Entspannung', 'Fitness', 'Funktionelles Training', 'Mixed Martial Arts', 'Tanzen', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Flensburg,Holm 57-61,https://urbansportsclub.com//de/venues/sports-club-flensburg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Sports Club Flensburg', 'description': 'Premium-Fitness &amp; Wellness in 13 Standorten auf höchstem Niveau. Die großzügigen und hellen Räumlichkeiten bestechen durch ihr hochwertiges Design und laden zum Trainieren und Wohlfühlen ein. Unsere Clubs sind eingerichtet mit hochwertigem Trainingsequipment für alle Ansprüche. Mit den modernen Cardio- und Kraftgeräte der Weltmarken LIFE FITNESS und HAMMER STRENGTH sowie vollelektronischen EGYM-Zirkel und FIVE-Konzept macht das Training Spaß. In den Kursräumen werden die beliebten LES MILLS-Kurse wie BODYCOMBAT, BODYPUMP, Yoga, Pilates oder Zumba angeboten. Die Functional Area ist mit hochwertigen Power-Racks und vielen freien Gewichten und anderen Geräten ausgestattet, die Dich systematisch trainieren lassen. Und nach dem Training bietet der großzügige Wellness-Bereich mit mehreren Saunen viele Möglichkeiten zur Entspannung. Einige Sports Clubs bieten sogar die Möglichkeit, in den 25-Meter-Sportpool aus dem Alltag abzutauchen und ein paar Bahnen zu ziehen. Komm vorbei und lass Dich von unserem exklusiven Trainingsclub beeindrucken.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Flensburg, Germany', 'addressCountry': 'Germany', 'postalCode': '24937', 'streetAddress': 'Holm 57-61'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '54.7835288', 'longitude': '9.4382565'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_6000x3375_1%20(1)_1699942964596242_admin.jpg?generation=1699942964720322&amp;alt=media'}",54.7835288,9.4382565,"Premium-Fitness &amp; Wellness in 13 Standorten auf höchstem Niveau. Die großzügigen und hellen Räumlichkeiten bestechen durch ihr hochwertiges Design und laden zum Trainieren und Wohlfühlen ein. Unsere Clubs sind eingerichtet mit hochwertigem Trainingsequipment für alle Ansprüche. Mit den modernen Cardio- und Kraftgeräte der Weltmarken LIFE FITNESS und HAMMER STRENGTH sowie vollelektronischen EGYM-Zirkel und FIVE-Konzept macht das Training Spaß. In den Kursräumen werden die beliebten LES MILLS-Kurse wie BODYCOMBAT, BODYPUMP, Yoga, Pilates oder Zumba angeboten. Die Functional Area ist mit hochwertigen Power-Racks und vielen freien Gewichten und anderen Geräten ausgestattet, die Dich systematisch trainieren lassen. Und nach dem Training bietet der großzügige Wellness-Bereich mit mehreren Saunen viele Möglichkeiten zur Entspannung. Einige Sports Clubs bieten sogar die Möglichkeit, in den 25-Meter-Sportpool aus dem Alltag abzutauchen und ein paar Bahnen zu ziehen. Komm vorbei und lass Dich von unserem exklusiven Trainingsclub beeindrucken."
